fix,sp_p1,family_p1,origin_p1,bio_p1,bio_p1_0,target,family,origin_p2,biomass,root,comp,family_comp,competition,trans_date_c,comb
912,Lotus corniculatus,Leguminosae,native,2.59,2.59,Solidago canadensis,Compositae,alien,0.542,NA,Salvia pratensis,Lamiaceae,inter,0,H4
1640,Plantago media,Plantaginaceae,native,2.993,2.993,Dactylis glomerata,Poaceae,native,1.985,NA,Dactylis glomerata,Poaceae,intra,2,C1
1640,Plantago media,Plantaginaceae,native,2.993,2.993,Dactylis glomerata,Poaceae,native,1.234,NA,Dactylis glomerata,Poaceae,intra,2,C1
1364,Salvia verticillata,Lamiaceae,alien,2.809,2.809,Leontodon autumnalis,Compositae,native,0.876,0.759,alone,alone,alone,28,A2
969,Lotus corniculatus,Leguminosae,native,3.361,3.361,Dactylis glomerata,Poaceae,native,1.624,NA,Senecio inaequidens,Compositae,inter,0,H21
969,Lotus corniculatus,Leguminosae,native,3.361,3.361,Senecio inaequidens,Compositae,alien,1.082,NA,Dactylis glomerata,Poaceae,inter,0,H21
857,Lolium multiflorum,Poaceae,alien,3.029,3.029,Lotus corniculatus,Leguminosae,native,0.392,NA,Lolium multiflorum,Poaceae,inter,0,H13
857,Lolium multiflorum,Poaceae,alien,3.029,3.029,Lolium multiflorum,Poaceae,alien,0.559,NA,Lotus corniculatus,Leguminosae,inter,0,H13
1162,Onobrychis viciifolia,Leguminosae,alien,0.793,0.793,Leontodon autumnalis,Compositae,native,0.525,NA,Solidago canadensis,Compositae,inter,0,H2
1162,Onobrychis viciifolia,Leguminosae,alien,0.793,0.793,Solidago canadensis,Compositae,alien,1.764,NA,Leontodon autumnalis,Compositae,inter,0,H2
1307,Salvia pratensis,Lamiaceae,native,4.714,4.714,Solidago canadensis,Compositae,alien,0.72,0.44,alone,alone,alone,0,A6
1618,Plantago media,Plantaginaceae,native,3.383,3.383,Dactylis glomerata,Poaceae,native,1.388,NA,Solidago canadensis,Compositae,inter,2,H1
1618,Plantago media,Plantaginaceae,native,3.383,3.383,Solidago canadensis,Compositae,alien,0.167,NA,Dactylis glomerata,Poaceae,inter,2,H1
775,Lolium multiflorum,Poaceae,alien,5.438,5.438,Plantago media,Plantaginaceae,native,0.6,0.136,alone,alone,alone,0,A5
303,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,0.337,NA,Senecio inaequidens,Compositae,inter,0,H22
303,empty,empty,empty,NA,0,Senecio inaequidens,Compositae,alien,4.012,NA,Leontodon autumnalis,Compositae,inter,0,H22
1117,Onobrychis viciifolia,Leguminosae,alien,0.478,0.478,Dactylis glomerata,Poaceae,native,2.428,NA,Lolium multiflorum,Poaceae,inter,0,H11
1117,Onobrychis viciifolia,Leguminosae,alien,0.478,0.478,Lolium multiflorum,Poaceae,alien,0.681,NA,Dactylis glomerata,Poaceae,inter,0,H11
1239,Salvia pratensis,Lamiaceae,native,3.667,3.667,Leontodon autumnalis,Compositae,native,0.269,NA,Senecio inaequidens,Compositae,inter,0,H22
1239,Salvia pratensis,Lamiaceae,native,3.667,3.667,Senecio inaequidens,Compositae,alien,1.607,NA,Leontodon autumnalis,Compositae,inter,0,H22
355,Dactylis glomerata,Poaceae,native,5.153,5.153,Lotus corniculatus,Leguminosae,native,1.013,NA,Epilobium ciliatum,Onagraceae,inter,0,H18
355,Dactylis glomerata,Poaceae,native,5.153,5.153,Epilobium ciliatum,Onagraceae,alien,0.729,NA,Lotus corniculatus,Leguminosae,inter,0,H18
958,Lotus corniculatus,Leguminosae,native,2.782,2.782,Senecio inaequidens,Compositae,alien,0.584,NA,Senecio inaequidens,Compositae,intra,0,C10
958,Lotus corniculatus,Leguminosae,native,2.782,2.782,Senecio inaequidens,Compositae,alien,1.008,NA,Senecio inaequidens,Compositae,intra,0,C10
1630,Plantago media,Plantaginaceae,native,4.247,4.247,Salvia pratensis,Lamiaceae,native,0.459,NA,Lolium multiflorum,Poaceae,inter,2,H14
1630,Plantago media,Plantaginaceae,native,4.247,4.247,Lolium multiflorum,Poaceae,alien,1.525,NA,Salvia pratensis,Lamiaceae,inter,2,H14
826,Lolium multiflorum,Poaceae,alien,3.248,3.248,Dactylis glomerata,Poaceae,native,1.824,NA,Solidago canadensis,Compositae,inter,0,H1
826,Lolium multiflorum,Poaceae,alien,3.248,3.248,Solidago canadensis,Compositae,alien,0.186,NA,Dactylis glomerata,Poaceae,inter,0,H1
1633,Plantago media,Plantaginaceae,native,3.735,3.735,Salvia pratensis,Lamiaceae,native,2.063,0.39,alone,alone,alone,2,A4
952,Lotus corniculatus,Leguminosae,native,2.936,2.936,Plantago media,Plantaginaceae,native,0.582,NA,Lolium multiflorum,Poaceae,inter,0,H15
952,Lotus corniculatus,Leguminosae,native,2.936,2.936,Lolium multiflorum,Poaceae,alien,1.913,NA,Plantago media,Plantaginaceae,inter,0,H15
1064,Onobrychis viciifolia,Leguminosae,alien,1.366,1.366,Lotus corniculatus,Leguminosae,native,0.532,0.169,alone,alone,alone,0,A3
1592,Plantago media,Plantaginaceae,native,5.495,5.495,Lotus corniculatus,Leguminosae,native,0.468,NA,Epilobium ciliatum,Onagraceae,inter,2,H18
1592,Plantago media,Plantaginaceae,native,5.495,5.495,Epilobium ciliatum,Onagraceae,alien,1.326,NA,Lotus corniculatus,Leguminosae,inter,2,H18
486,Cynosurus cristatus,Poaceae,native,2.276,2.276,Lolium multiflorum,Poaceae,alien,1.276,NA,Lolium multiflorum,Poaceae,intra,0,C8
486,Cynosurus cristatus,Poaceae,native,2.276,2.276,Lolium multiflorum,Poaceae,alien,0.285,NA,Lolium multiflorum,Poaceae,intra,0,C8
1323,Salvia verticillata,Lamiaceae,alien,4.969,4.969,Lotus corniculatus,Leguminosae,native,0.67,NA,Lotus corniculatus,Leguminosae,intra,15,C3
1323,Salvia verticillata,Lamiaceae,alien,4.969,4.969,Lotus corniculatus,Leguminosae,native,0.647,NA,Lotus corniculatus,Leguminosae,intra,15,C3
382,Dactylis glomerata,Poaceae,native,7.254,7.254,Leontodon autumnalis,Compositae,native,0.65,NA,Solidago canadensis,Compositae,inter,0,H2
382,Dactylis glomerata,Poaceae,native,7.254,7.254,Solidago canadensis,Compositae,alien,0.956,NA,Leontodon autumnalis,Compositae,inter,0,H2
610,Cynosurus cristatus,Poaceae,native,2.782,2.782,Epilobium ciliatum,Onagraceae,alien,1.873,0.123,alone,alone,alone,0,A9
502,Cynosurus cristatus,Poaceae,native,3.377,3.377,Leontodon autumnalis,Compositae,native,0.454,NA,Onobrychis viciifolia,Leguminosae,inter,0,H7
502,Cynosurus cristatus,Poaceae,native,3.377,3.377,Onobrychis viciifolia,Leguminosae,alien,0.494,NA,Leontodon autumnalis,Compositae,inter,0,H7
387,Dactylis glomerata,Poaceae,native,5.045,5.045,Onobrychis viciifolia,Leguminosae,alien,0.111,NA,Onobrychis viciifolia,Leguminosae,intra,0,C7
387,Dactylis glomerata,Poaceae,native,5.045,5.045,Onobrychis viciifolia,Leguminosae,alien,0.116,NA,Onobrychis viciifolia,Leguminosae,intra,0,C7
320,empty,empty,empty,NA,0,Dactylis glomerata,Poaceae,native,6.127,NA,Onobrychis viciifolia,Leguminosae,inter,0,H6
320,empty,empty,empty,NA,0,Onobrychis viciifolia,Leguminosae,alien,0.098,NA,Dactylis glomerata,Poaceae,inter,0,H6
1038,Onobrychis viciifolia,Leguminosae,alien,0.486,0.486,Senecio inaequidens,Compositae,alien,3.137,1.185,alone,alone,alone,0,A10
1107,Onobrychis viciifolia,Leguminosae,alien,0.893,0.893,Dactylis glomerata,Poaceae,native,3.199,NA,Epilobium ciliatum,Onagraceae,inter,0,H16
1107,Onobrychis viciifolia,Leguminosae,alien,0.893,0.893,Epilobium ciliatum,Onagraceae,alien,0.544,NA,Dactylis glomerata,Poaceae,inter,0,H16
167,empty,empty,empty,NA,0,Epilobium ciliatum,Onagraceae,alien,2.588,0.304,alone,alone,alone,0,A9
892,Lotus corniculatus,Leguminosae,native,1.705,1.705,Leontodon autumnalis,Compositae,native,1.568,1.869,alone,alone,alone,0,A2
1146,Onobrychis viciifolia,Leguminosae,alien,1.301,1.301,Salvia pratensis,Lamiaceae,native,2.107,NA,Onobrychis viciifolia,Leguminosae,inter,0,H9
1146,Onobrychis viciifolia,Leguminosae,alien,1.301,1.301,Onobrychis viciifolia,Leguminosae,alien,0.14,NA,Salvia pratensis,Lamiaceae,inter,0,H9
1614,Plantago media,Plantaginaceae,native,5.203,5.203,Lotus corniculatus,Leguminosae,native,0.355,NA,Senecio inaequidens,Compositae,inter,2,H23
1614,Plantago media,Plantaginaceae,native,5.203,5.203,Senecio inaequidens,Compositae,alien,1.653,NA,Lotus corniculatus,Leguminosae,inter,2,H23
1190,Salvia pratensis,Lamiaceae,native,4.194,4.194,Solidago canadensis,Compositae,alien,0.749,NA,Solidago canadensis,Compositae,intra,0,C6
1190,Salvia pratensis,Lamiaceae,native,4.194,4.194,Solidago canadensis,Compositae,alien,0.296,NA,Solidago canadensis,Compositae,intra,0,C6
1172,Salvia pratensis,Lamiaceae,native,4.35,4.35,Salvia pratensis,Lamiaceae,native,1.129,NA,Salvia pratensis,Lamiaceae,intra,0,C4
1172,Salvia pratensis,Lamiaceae,native,4.35,4.35,Salvia pratensis,Lamiaceae,native,0.998,NA,Salvia pratensis,Lamiaceae,intra,0,C4
286,empty,empty,empty,NA,0,Lotus corniculatus,Leguminosae,native,0.495,NA,Senecio inaequidens,Compositae,inter,0,H23
286,empty,empty,empty,NA,0,Senecio inaequidens,Compositae,alien,3.121,NA,Lotus corniculatus,Leguminosae,inter,0,H23
1168,Onobrychis viciifolia,Leguminosae,alien,0.347,0.347,Leontodon autumnalis,Compositae,native,0.177,NA,Lolium multiflorum,Poaceae,inter,0,H12
1168,Onobrychis viciifolia,Leguminosae,alien,0.347,0.347,Lolium multiflorum,Poaceae,alien,2.371,NA,Leontodon autumnalis,Compositae,inter,0,H12
526,Cynosurus cristatus,Poaceae,native,3.155,3.155,Plantago media,Plantaginaceae,native,0.719,NA,Plantago media,Plantaginaceae,intra,0,C5
526,Cynosurus cristatus,Poaceae,native,3.155,3.155,Plantago media,Plantaginaceae,native,0.392,NA,Plantago media,Plantaginaceae,intra,0,C5
1205,Salvia pratensis,Lamiaceae,native,4.726,4.726,Senecio inaequidens,Compositae,alien,1.539,0.335,alone,alone,alone,0,A10
61,empty,empty,empty,NA,0,Salvia pratensis,Lamiaceae,native,0.373,NA,Lolium multiflorum,Poaceae,inter,0,H14
61,empty,empty,empty,NA,0,Lolium multiflorum,Poaceae,alien,2.422,NA,Salvia pratensis,Lamiaceae,inter,0,H14
1662,Plantago media,Plantaginaceae,native,4.604,4.604,Plantago media,Plantaginaceae,native,0.294,NA,Senecio inaequidens,Compositae,inter,2,H25
1662,Plantago media,Plantaginaceae,native,4.604,4.604,Senecio inaequidens,Compositae,alien,1.342,NA,Plantago media,Plantaginaceae,inter,2,H25
1692,Plantago media,Plantaginaceae,native,5.421,5.421,Solidago canadensis,Compositae,alien,0.537,NA,Solidago canadensis,Compositae,intra,2,C6
1692,Plantago media,Plantaginaceae,native,5.421,5.421,Solidago canadensis,Compositae,alien,0.533,NA,Solidago canadensis,Compositae,intra,2,C6
59,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,1.672,2.039,alone,alone,alone,0,A2
868,Lolium multiflorum,Poaceae,alien,2.389,2.389,Dactylis glomerata,Poaceae,native,1.684,NA,Onobrychis viciifolia,Leguminosae,inter,0,H6
868,Lolium multiflorum,Poaceae,alien,2.389,2.389,Onobrychis viciifolia,Leguminosae,alien,0.253,NA,Dactylis glomerata,Poaceae,inter,0,H6
1538,Solidago gigantea,Compositae,alien,0.947,0.947,Dactylis glomerata,Poaceae,native,3.297,NA,Dactylis glomerata,Poaceae,intra,33,C1
1538,Solidago gigantea,Compositae,alien,0.947,0.947,Dactylis glomerata,Poaceae,native,1.579,NA,Dactylis glomerata,Poaceae,intra,33,C1
134,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,0.695,NA,Solidago canadensis,Compositae,intra,0,C6
134,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,0.802,NA,Solidago canadensis,Compositae,intra,0,C6
442,Dactylis glomerata,Poaceae,native,5.578,5.578,Leontodon autumnalis,Compositae,native,0.185,NA,Leontodon autumnalis,Compositae,intra,0,C2
442,Dactylis glomerata,Poaceae,native,5.578,5.578,Leontodon autumnalis,Compositae,native,0.529,NA,Leontodon autumnalis,Compositae,intra,0,C2
1244,Salvia pratensis,Lamiaceae,native,5.642,5.642,Dactylis glomerata,Poaceae,native,1.19,NA,Lolium multiflorum,Poaceae,inter,0,H11
1244,Salvia pratensis,Lamiaceae,native,5.642,5.642,Lolium multiflorum,Poaceae,alien,1.324,NA,Dactylis glomerata,Poaceae,inter,0,H11
1494,Solidago gigantea,Compositae,alien,1.394,1.394,Epilobium ciliatum,Onagraceae,alien,1.521,NA,Epilobium ciliatum,Onagraceae,intra,33,C9
1494,Solidago gigantea,Compositae,alien,1.394,1.394,Epilobium ciliatum,Onagraceae,alien,0.768,NA,Epilobium ciliatum,Onagraceae,intra,33,C9
1503,Solidago gigantea,Compositae,alien,0.829,0.829,Dactylis glomerata,Poaceae,native,4.357,NA,Epilobium ciliatum,Onagraceae,inter,33,H16
1503,Solidago gigantea,Compositae,alien,0.829,0.829,Epilobium ciliatum,Onagraceae,alien,0.637,NA,Dactylis glomerata,Poaceae,inter,33,H16
237,empty,empty,empty,NA,0,Salvia pratensis,Lamiaceae,native,2.923,NA,Epilobium ciliatum,Onagraceae,inter,0,H19
237,empty,empty,empty,NA,0,Epilobium ciliatum,Onagraceae,alien,1.182,NA,Salvia pratensis,Lamiaceae,inter,0,H19
816,Lolium multiflorum,Poaceae,alien,3.969,3.969,Lotus corniculatus,Leguminosae,native,0.585,0.163,alone,alone,alone,0,A3
99,empty,empty,empty,NA,0,Plantago media,Plantaginaceae,native,1.157,NA,Senecio inaequidens,Compositae,inter,0,H25
99,empty,empty,empty,NA,0,Senecio inaequidens,Compositae,alien,2.363,NA,Plantago media,Plantaginaceae,inter,0,H25
1500,Solidago gigantea,Compositae,alien,0.951,0.951,Epilobium ciliatum,Onagraceae,alien,2.899,0.419,alone,alone,alone,33,A9
67,empty,empty,empty,NA,0,Plantago media,Plantaginaceae,native,1.184,NA,Plantago media,Plantaginaceae,intra,0,C5
67,empty,empty,empty,NA,0,Plantago media,Plantaginaceae,native,0.637,NA,Plantago media,Plantaginaceae,intra,0,C5
1607,Plantago media,Plantaginaceae,native,3.246,3.246,Plantago media,Plantaginaceae,native,0.196,NA,Lolium multiflorum,Poaceae,inter,2,H15
1607,Plantago media,Plantaginaceae,native,3.246,3.246,Lolium multiflorum,Poaceae,alien,2.456,NA,Plantago media,Plantaginaceae,inter,2,H15
1386,Salvia verticillata,Lamiaceae,alien,0.701,0.701,Lolium multiflorum,Poaceae,alien,2.583,3.27,alone,alone,alone,28,A8
367,Dactylis glomerata,Poaceae,native,4.301,4.301,Plantago media,Plantaginaceae,native,1.481,0.282,alone,alone,alone,0,A5
499,Cynosurus cristatus,Poaceae,native,2.291,2.291,Solidago canadensis,Compositae,alien,0.718,NA,Solidago canadensis,Compositae,intra,0,C6
499,Cynosurus cristatus,Poaceae,native,2.291,2.291,Solidago canadensis,Compositae,alien,0.707,NA,Solidago canadensis,Compositae,intra,0,C6
33,empty,empty,empty,NA,0,Lolium multiflorum,Poaceae,alien,2.828,NA,Lolium multiflorum,Poaceae,intra,0,C8
33,empty,empty,empty,NA,0,Lolium multiflorum,Poaceae,alien,0.616,NA,Lolium multiflorum,Poaceae,intra,0,C8
999,Lotus corniculatus,Leguminosae,native,2.769,2.769,Epilobium ciliatum,Onagraceae,alien,1.892,0.451,alone,alone,alone,0,A9
128,empty,empty,empty,NA,0,Lotus corniculatus,Leguminosae,native,0.191,NA,Senecio inaequidens,Compositae,inter,0,H23
128,empty,empty,empty,NA,0,Senecio inaequidens,Compositae,alien,3.745,NA,Lotus corniculatus,Leguminosae,inter,0,H23
1643,Plantago media,Plantaginaceae,native,3.214,3.214,Dactylis glomerata,Poaceae,native,1.072,NA,Senecio inaequidens,Compositae,inter,2,H21
1643,Plantago media,Plantaginaceae,native,3.214,3.214,Senecio inaequidens,Compositae,alien,1.058,NA,Dactylis glomerata,Poaceae,inter,2,H21
1224,Salvia pratensis,Lamiaceae,native,3.726,3.726,Salvia pratensis,Lamiaceae,native,0.89,NA,Onobrychis viciifolia,Leguminosae,inter,0,H9
1224,Salvia pratensis,Lamiaceae,native,3.726,3.726,Onobrychis viciifolia,Leguminosae,alien,0.359,NA,Salvia pratensis,Lamiaceae,inter,0,H9
924,Lotus corniculatus,Leguminosae,native,2.857,2.857,Plantago media,Plantaginaceae,native,1.233,NA,Solidago canadensis,Compositae,inter,0,H5
924,Lotus corniculatus,Leguminosae,native,2.857,2.857,Solidago canadensis,Compositae,alien,0.337,NA,Plantago media,Plantaginaceae,inter,0,H5
1086,Onobrychis viciifolia,Leguminosae,alien,1.668,1.668,Salvia pratensis,Lamiaceae,native,0.556,NA,Epilobium ciliatum,Onagraceae,inter,0,H19
1086,Onobrychis viciifolia,Leguminosae,alien,1.668,1.668,Epilobium ciliatum,Onagraceae,alien,1.978,NA,Salvia pratensis,Lamiaceae,inter,0,H19
42,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,1.05,NA,Lolium multiflorum,Poaceae,inter,0,H12
42,empty,empty,empty,NA,0,Lolium multiflorum,Poaceae,alien,2.149,NA,Leontodon autumnalis,Compositae,inter,0,H12
695,Leontodon autumnalis,Compositae,native,2.802,2.802,Plantago media,Plantaginaceae,native,0.294,NA,Senecio inaequidens,Compositae,inter,0,H25
695,Leontodon autumnalis,Compositae,native,2.802,2.802,Senecio inaequidens,Compositae,alien,2.155,NA,Plantago media,Plantaginaceae,inter,0,H25
1147,Onobrychis viciifolia,Leguminosae,alien,1.257,1.257,Salvia pratensis,Lamiaceae,native,1.326,NA,Lolium multiflorum,Poaceae,inter,0,H14
1147,Onobrychis viciifolia,Leguminosae,alien,1.257,1.257,Lolium multiflorum,Poaceae,alien,0.361,NA,Salvia pratensis,Lamiaceae,inter,0,H14
300,empty,empty,empty,NA,0,Plantago media,Plantaginaceae,native,1.49,0.658,alone,alone,alone,0,A5
950,Lotus corniculatus,Leguminosae,native,2.304,2.304,Leontodon autumnalis,Compositae,native,0.375,NA,Epilobium ciliatum,Onagraceae,inter,0,H17
950,Lotus corniculatus,Leguminosae,native,2.304,2.304,Epilobium ciliatum,Onagraceae,alien,0.964,NA,Leontodon autumnalis,Compositae,inter,0,H17
1636,Plantago media,Plantaginaceae,native,3.762,3.762,Solidago canadensis,Compositae,alien,0.412,NA,Solidago canadensis,Compositae,intra,2,C6
1636,Plantago media,Plantaginaceae,native,3.762,3.762,Solidago canadensis,Compositae,alien,0.84,NA,Solidago canadensis,Compositae,intra,2,C6
1062,Onobrychis viciifolia,Leguminosae,alien,2.107,2.107,Lolium multiflorum,Poaceae,alien,0.642,NA,Lolium multiflorum,Poaceae,intra,0,C8
1062,Onobrychis viciifolia,Leguminosae,alien,2.107,2.107,Lolium multiflorum,Poaceae,alien,1.322,NA,Lolium multiflorum,Poaceae,intra,0,C8
506,Cynosurus cristatus,Poaceae,native,3.853,3.853,Onobrychis viciifolia,Leguminosae,alien,0.731,0.181,alone,alone,alone,0,A7
1563,Solidago gigantea,Compositae,alien,0.536,0.536,Salvia pratensis,Lamiaceae,native,2.757,NA,Epilobium ciliatum,Onagraceae,inter,33,H19
1563,Solidago gigantea,Compositae,alien,0.536,0.536,Epilobium ciliatum,Onagraceae,alien,0.256,NA,Salvia pratensis,Lamiaceae,inter,33,H19
1355,Salvia verticillata,Lamiaceae,alien,5.802,5.802,Leontodon autumnalis,Compositae,native,0.788,NA,Lolium multiflorum,Poaceae,inter,15,H12
1355,Salvia verticillata,Lamiaceae,alien,5.802,5.802,Lolium multiflorum,Poaceae,alien,0.17,NA,Leontodon autumnalis,Compositae,inter,15,H12
403,Dactylis glomerata,Poaceae,native,6.021,6.021,Leontodon autumnalis,Compositae,native,0.412,NA,Lolium multiflorum,Poaceae,inter,0,H12
403,Dactylis glomerata,Poaceae,native,6.021,6.021,Lolium multiflorum,Poaceae,alien,1.47,NA,Leontodon autumnalis,Compositae,inter,0,H12
770,Lolium multiflorum,Poaceae,alien,2.978,2.978,Leontodon autumnalis,Compositae,native,0.585,NA,Epilobium ciliatum,Onagraceae,inter,0,H17
770,Lolium multiflorum,Poaceae,alien,2.978,2.978,Epilobium ciliatum,Onagraceae,alien,0.907,NA,Leontodon autumnalis,Compositae,inter,0,H17
1116,Onobrychis viciifolia,Leguminosae,alien,1.699,1.699,Leontodon autumnalis,Compositae,native,0.48,NA,Leontodon autumnalis,Compositae,intra,0,C2
1116,Onobrychis viciifolia,Leguminosae,alien,1.699,1.699,Leontodon autumnalis,Compositae,native,1.022,NA,Leontodon autumnalis,Compositae,intra,0,C2
752,Lolium multiflorum,Poaceae,alien,0.634,0.634,Dactylis glomerata,Poaceae,native,1.413,NA,Epilobium ciliatum,Onagraceae,inter,0,H16
752,Lolium multiflorum,Poaceae,alien,0.634,0.634,Epilobium ciliatum,Onagraceae,alien,1.397,NA,Dactylis glomerata,Poaceae,inter,0,H16
1180,Salvia pratensis,Lamiaceae,native,4.809,4.809,Salvia pratensis,Lamiaceae,native,0.39,NA,Senecio inaequidens,Compositae,inter,0,H24
1180,Salvia pratensis,Lamiaceae,native,4.809,4.809,Senecio inaequidens,Compositae,alien,1.461,NA,Salvia pratensis,Lamiaceae,inter,0,H24
136,empty,empty,empty,NA,0,Epilobium ciliatum,Onagraceae,alien,1.763,NA,Epilobium ciliatum,Onagraceae,intra,0,C9
136,empty,empty,empty,NA,0,Epilobium ciliatum,Onagraceae,alien,1.732,NA,Epilobium ciliatum,Onagraceae,intra,0,C9
1710,Plantago media,Plantaginaceae,native,4.075,4.075,Leontodon autumnalis,Compositae,native,0.273,NA,Leontodon autumnalis,Compositae,intra,2,C2
1710,Plantago media,Plantaginaceae,native,4.075,4.075,Leontodon autumnalis,Compositae,native,0.717,NA,Leontodon autumnalis,Compositae,intra,2,C2
827,Lolium multiflorum,Poaceae,alien,2.716,2.716,Epilobium ciliatum,Onagraceae,alien,0.991,0.094,alone,alone,alone,0,A9
446,Dactylis glomerata,Poaceae,native,6.379,6.379,Salvia pratensis,Lamiaceae,native,0.279,NA,Senecio inaequidens,Compositae,inter,0,H24
446,Dactylis glomerata,Poaceae,native,6.379,6.379,Senecio inaequidens,Compositae,alien,1.403,NA,Salvia pratensis,Lamiaceae,inter,0,H24
634,Leontodon autumnalis,Compositae,native,4.287,4.287,Senecio inaequidens,Compositae,alien,1.065,NA,Senecio inaequidens,Compositae,intra,0,C10
634,Leontodon autumnalis,Compositae,native,4.287,4.287,Senecio inaequidens,Compositae,alien,0.816,NA,Senecio inaequidens,Compositae,intra,0,C10
35,empty,empty,empty,NA,0,Onobrychis viciifolia,Leguminosae,alien,0.186,NA,Onobrychis viciifolia,Leguminosae,intra,0,C7
35,empty,empty,empty,NA,0,Onobrychis viciifolia,Leguminosae,alien,0.117,NA,Onobrychis viciifolia,Leguminosae,intra,0,C7
1646,Plantago media,Plantaginaceae,native,4.627,4.627,Dactylis glomerata,Poaceae,native,0.197,0.631,alone,alone,alone,2,A1
